,name,province,climate_id,station_id,wmo_id,tc_id,latitude_decimal_degrees,longitude_decimal_degrees,latitude,longitude,elevation_m,start_date,end_date,T_high_avg_nan,T_min_nan,T_low_avg_nan,T_max_nan,period_T_low_nan,period_T_high_nan,T_min_year_nan,day_nan,T_max_year_nan,month_nan,n_almanac_rows
125,VICTORIA UNIVERSITY CS,BRITISH COLUMBIA,1018598,6812,71783.0,WYJ,48.46,-123.3,482725200.0,-1231816600.0,60.1,1992.0,2015.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125
126,VICTORIA CAREY ROAD,BRITISH COLUMBIA,1018600,111,,,48.47,-123.47,482800000.0,-1232800000.0,19.8,1966.0,1967.0,366.0,366.0,366.0,366.0,1.0,1.0,366.0,1.0,366.0,1.0,126
127,VICTORIA FRANCIS PARK,BRITISH COLUMBIA,1018605,112,,,48.48,-123.44,482835000.0,-1232635000.0,55.0,1962.0,2015.0,366.0,366.0,366.0,366.0,0.0,0.0,366.0,0.0,366.0,0.0,127
128,VICTORIA GONZALES HTS,BRITISH COLUMBIA,1018610,113,,WLM,48.41,-123.33,482447061.0,-1231930017.0,69.5,1898.0,2004.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128
129,VICTORIA GONZALES CS,BRITISH COLUMBIA,1018611,114,71200.0,WLM,48.41,-123.32,482447896.0,-1231929192.0,61.04,1972.0,2015.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129
130,VICTORIA GORDON HEAD,BRITISH COLUMBIA,1018614,115,,,48.47,-123.3,482800000.0,-1231800000.0,42.7,1959.0,1983.0,366.0,366.0,366.0,366.0,0.0,0.0,366.0,0.0,366.0,0.0,130
131,VICTORIA HARBOUR A,BRITISH COLUMBIA,1018615,10944,,YWH,48.42,-123.39,482522000.0,-1232315000.0,0.0,1994.0,2015.0,366.0,366.0,366.0,366.0,366.0,366.0,366.0,366.0,366.0,366.0,131
132,VICTORIA HIGHLAND,BRITISH COLUMBIA,1018616,116,,,48.51,-123.51,483033000.0,-1233030000.0,190.6,1961.0,2012.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132
133,VICTORIA HOLLAND 2,BRITISH COLUMBIA,1018617,117,,,48.48,-123.41,482902000.0,-1232423000.0,15.2,1960.0,2002.0,366.0,366.0,366.0,366.0,0.0,0.0,366.0,0.0,366.0,0.0,133
134,VICTORIA HIGHLANDS NORTH,BRITISH COLUMBIA,1018618,49468,,,48.54,-123.5,483215005.0,-1233004000.0,230.0,2011.0,2015.0,366.0,24.0,366.0,24.0,21.0,21.0,24.0,21.0,24.0,21.0,134
135,VICTORIA HARBOUR A,BRITISH COLUMBIA,1018619,53478,,YWH,48.42,-123.39,482522000.0,-1232315000.0,0.0,2015.0,2015.0,366.0,366.0,366.0,366.0,366.0,366.0,366.0,366.0,366.0,366.0,135
136,VICTORIA INT'L A,BRITISH COLUMBIA,1018620,118,71799.0,YYJ,48.65,-123.43,483850010.0,-1232533000.0,19.51,1940.0,2013.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136
137,VICTORIA INTL A,BRITISH COLUMBIA,1018621,51337,71799.0,YYJ,48.65,-123.43,483850000.0,-1232533000.0,19.5,2013.0,2015.0,366.0,1.0,366.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,137
138,VICTORIA JUBILEE,BRITISH COLUMBIA,1018629,119,,,48.43,-123.33,482600000.0,-1232000000.0,23.5,1968.0,1969.0,366.0,366.0,366.0,366.0,1.0,1.0,366.0,1.0,366.0,1.0,138
139,VICTORIA HARBOUR A,BRITISH COLUMBIA,1018633,53479,,YWH,48.42,-123.39,482522000.0,-1232315000.0,0.0,2015.0,2015.0,366.0,366.0,366.0,366.0,366.0,366.0,366.0,366.0,366.0,366.0,139
140,VICTORIA LANSDOWNE,BRITISH COLUMBIA,1018640,120,,,48.43,-123.32,482600000.0,-1231900000.0,29.0,1954.0,1962.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140
141,VICTORIA MARINE,BRITISH COLUMBIA,1018642,121,,,48.37,-123.75,482200000.0,-1234500000.0,31.7,1967.0,1992.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141
142,VICTORIA MUSGRAVE STREET,BRITISH COLUMBIA,1018644,122,,,48.43,-123.3,482600000.0,-1231800000.0,15.2,1966.0,1967.0,366.0,366.0,366.0,366.0,1.0,1.0,366.0,1.0,366.0,1.0,142
143,VICTORIA NORTH DAIRY RD,BRITISH COLUMBIA,1018648,123,,,48.45,-123.33,482700000.0,-1232000000.0,40.8,1964.0,1965.0,366.0,366.0,366.0,366.0,32.0,32.0,366.0,32.0,366.0,32.0,143
144,VICTORIA NORTHRIDGE,BRITISH COLUMBIA,1018651,124,,,48.49,-123.4,482917000.0,-1232355000.0,37.0,1990.0,1999.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144
145,MOUNT SICKER RADAR,BRITISH COLUMBIA,1018652,44614,,XSI,48.86,-123.76,485137000.0,-1234521000.0,0.0,,,,,,,,,,,,,145
146,VICTORIA ROWLEY ROAD,BRITISH COLUMBIA,1018657,125,,,48.47,-123.3,482800000.0,-1231800000.0,13.4,1962.0,1962.0,366.0,366.0,366.0,366.0,244.0,244.0,366.0,244.0,366.0,244.0,146
147,VICTORIA SINCLAIR ROAD,BRITISH COLUMBIA,1018658,126,,,48.47,-123.3,482800000.0,-1231800000.0,53.3,1960.0,1960.0,366.0,366.0,366.0,366.0,213.0,213.0,366.0,213.0,366.0,213.0,147
148,VICTORIA TILLICUM,BRITISH COLUMBIA,1018660,127,,,48.45,-123.39,482659000.0,-1232330000.0,22.9,1958.0,2000.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148
149,VICTORIA TUDOR AVENUE,BRITISH COLUMBIA,1018666,128,,,48.45,-123.27,482700000.0,-1231600000.0,21.6,1962.0,1963.0,366.0,366.0,366.0,366.0,1.0,1.0,366.0,1.0,366.0,1.0,149
150,WILLIAM HEAD,BRITISH COLUMBIA,1018935,129,,,48.34,-123.54,482023000.0,-1233219000.0,12.2,1959.0,2015.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150
151,VICTORIA U VIC,BRITISH COLUMBIA,1018FF6,107,,,48.47,-123.33,482800000.0,-1232000000.0,68.4,1974.0,1988.0,366.0,366.0,366.0,366.0,0.0,0.0,366.0,0.0,366.0,0.0,151
152,VICTORIA HARTLAND CS,BRITISH COLUMBIA,1018FJ5,11007,,,48.53,-123.46,483201800.0,-1232732900.0,154.1,1994.0,2012.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152
153,YOUBOU,BRITISH COLUMBIA,1019010,130,,,48.88,-124.22,485300000.0,-1241300000.0,173.7,1959.0,1967.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153
154,YOUBOU SCHOOL,BRITISH COLUMBIA,1019014,131,,,48.88,-124.22,485300000.0,-1241300000.0,189.0,1971.0,1973.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154
155,CHEMAINUS BARE POINT,BRITISH COLUMBIA,101AE00,2,,,48.92,-123.7,485500000.0,-1234200000.0,3.0,1979.0,1979.0,366.0,314.0,366.0,314.0,305.0,305.0,314.0,305.0,314.0,305.0,155
156,GALIANO SOUTH,BRITISH COLUMBIA,101C04E,4,,,48.87,-123.32,485200000.0,-1231900000.0,15.2,1977.0,1978.0,366.0,73.0,366.0,76.0,62.0,62.0,73.0,62.0,76.0,62.0,156
157,GALIANO SOUTH 2,BRITISH COLUMBIA,101C0ME,3,,,48.88,-123.35,485300000.0,-1232100000.0,61.0,1979.0,1984.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157
158,SAANICHTON MT NEWTON 2,BRITISH COLUMBIA,101F940,6807,,,48.6,-123.45,483600000.0,-1232700000.0,68.0,1993.0,1995.0,366.0,366.0,366.0,366.0,1.0,1.0,366.0,1.0,366.0,1.0,158
159,SAANICH OLDFIELD NORTH,BRITISH COLUMBIA,101F942,5,,,48.55,-123.42,483300000.0,-1232500000.0,69.5,1965.0,1967.0,366.0,366.0,366.0,366.0,1.0,1.0,366.0,1.0,366.0,1.0,159
160,SATURNA ISLAND CAMPBELL SCIENTIFIC,BRITISH COLUMBIA,101G100,7997,,,48.78,-123.05,484700000.0,-1230300000.0,24.4,1980.0,1992.0,366.0,366.0,366.0,366.0,366.0,366.0,366.0,366.0,366.0,366.0,160
161,SPECTACLE LAKE,BRITISH COLUMBIA,101GF3K,10123,,,48.58,-123.57,483435000.0,-1233403000.0,381.0,,,,,,,,,,,,,161
162,SHAWNIGAN LAKE,BRITISH COLUMBIA,101GKK9,10122,,,48.64,-123.72,483815000.0,-1234315000.0,335.0,,,,,,,,,,,,,162
163,VICTORIA WEST,BRITISH COLUMBIA,101H6FF,9,,,48.43,-123.38,482600000.0,-1232300000.0,15.2,1967.0,1968.0,366.0,366.0,366.0,366.0,61.0,61.0,366.0,61.0,366.0,61.0,163
164,VICTORIA WILLOWS PARK,BRITISH COLUMBIA,101HF66,8,,,48.43,-123.3,482600000.0,-1231800000.0,9.1,1970.0,1979.0,366.0,60.0,366.0,60.0,0.0,0.0,60.0,0.0,60.0,0.0,164
165,VICTORIA PHYLLIS STREET,BRITISH COLUMBIA,101HFEE,6,,,48.46,-123.27,482718000.0,-1231601000.0,7.6,1973.0,2001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165
166,VICTORIA PORTAGE INLET,BRITISH COLUMBIA,101HFNE,7,,,48.45,-123.43,482700000.0,-1232600000.0,6.1,1976.0,1983.0,366.0,366.0,366.0,366.0,0.0,0.0,366.0,0.0,366.0,0.0,166
167,CORDOVA BAY CLAREMOUNT,BRITISH COLUMBIA,101J9K0,6808,,,48.52,-123.37,483100000.0,-1232200000.0,80.0,1993.0,1995.0,366.0,366.0,366.0,366.0,1.0,1.0,366.0,1.0,366.0,1.0,167
168,VICTORIA PRINCESS AVE,BRITISH COLUMBIA,101Q655,13,,,48.43,-123.35,482600000.0,-1232100000.0,27.0,1973.0,1991.0,366.0,1.0,366.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,168
169,VICTORIA PROSPECT LAKE,BRITISH COLUMBIA,101Q6NN,12,,,48.52,-123.43,483100000.0,-1232600000.0,61.0,1973.0,1986.0,366.0,366.0,366.0,366.0,0.0,0.0,366.0,0.0,366.0,0.0,169
170,VICTORIA SAVONA,BRITISH COLUMBIA,101Q6NP,7998,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,170
171,VICTORIA SHELBOURNE,BRITISH COLUMBIA,101QF57,11,,,48.47,-123.33,482800000.0,-1232000000.0,49.0,1964.0,1991.0,366.0,366.0,366.0,366.0,0.0,0.0,366.0,0.0,366.0,0.0,171
172,VICTORIA SHORT STREET,BRITISH COLUMBIA,101QFEG,10,,,48.45,-123.37,482700000.0,-1232200000.0,21.3,1961.0,1973.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172
173,ZANATTA GRAPE,BRITISH COLUMBIA,101R024,10124,,,48.75,-123.75,484516000.0,-1234457000.0,105.0,,,,,,,,,,,,,173
174,ALERT BAY,BRITISH COLUMBIA,1020270,137,,,50.58,-126.93,503500000.0,-1265600000.0,59.4,1913.0,2006.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174
175,BALLENAS ISLAND,BRITISH COLUMBIA,1020590,138,71769.0,WGB,49.35,-124.16,492101000.0,-1240937000.0,12.9,1966.0,2015.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175
176,BEAUFORT IHD 1E1400,BRITISH COLUMBIA,10207EQ,8018,,,49.52,-124.97,493100000.0,-1245800000.0,426.7,,,,,,,,,,,,,176
177,BEAUFORT IHD 1E2430,BRITISH COLUMBIA,10207NH,8019,,,49.52,-124.98,493100000.0,-1245900000.0,740.7,,,,,,,,,,,,,177
178,BLACK CREEK,BRITISH COLUMBIA,1020880,139,,,49.85,-125.13,495046000.0,-1250758000.0,46.0,1964.0,2008.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178
179,BLACK CREEK SE,BRITISH COLUMBIA,1020881,45507,,,49.8,-125.09,494812000.0,-1250541080.0,87.8,2006.0,2014.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179
180,BLIND CHANNEL,BRITISH COLUMBIA,1020884,8020,,,49.7,-124.6,494200000.0,-1243600000.0,,,,,,,,,,,,,,180
181,BLIND CHANNEL,BRITISH COLUMBIA,1020885,140,,,50.42,-125.5,502500000.0,-1253000000.0,3.0,1956.0,1993.0,366.0,366.0,366.0,366.0,0.0,0.0,366.0,0.0,366.0,0.0,181
182,BOWSER,BRITISH COLUMBIA,1020910,141,,,49.45,-124.67,492700000.0,-1244000000.0,3.0,1957.0,1958.0,366.0,366.0,366.0,366.0,1.0,1.0,366.0,1.0,366.0,1.0,182
183,BEAUFORT IHD 2E1400,BRITISH COLUMBIA,1020G58,8017,,,49.47,-124.88,492800000.0,-1245300000.0,426.7,,,,,,,,,,,,,183
184,BEAUFORT IHD 2E2500,BRITISH COLUMBIA,1020G5Q,8016,,,49.47,-124.92,492800000.0,-1245500000.0,762.0,,,,,,,,,,,,,184
185,NANAIMO HARBOUR,BRITISH COLUMBIA,1021052,26822,,WNA,49.17,-123.93,491000000.0,-1235600000.0,5.0,1994.0,1995.0,366.0,366.0,366.0,366.0,366.0,366.0,366.0,366.0,366.0,366.0,185
186,CAMERON LAKE,BRITISH COLUMBIA,1021230,142,,,49.28,-124.58,491700000.0,-1243500000.0,193.0,1924.0,1986.0,366.0,366.0,366.0,366.0,0.0,0.0,366.0,0.0,366.0,0.0,186
187,CAMPBELL LAKE,BRITISH COLUMBIA,1021250,143,,,50.02,-125.4,500100000.0,-1252400000.0,15.2,1919.0,1933.0,366.0,366.0,366.0,366.0,0.0,0.0,366.0,0.0,366.0,0.0,187
188,CAMPBELL RIVER,BRITISH COLUMBIA,1021260,144,,,50.02,-125.3,500100000.0,-1251800000.0,79.2,1936.0,1969.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188
189,CAMPBELL RIVER A,BRITISH COLUMBIA,1021261,145,,YBL,49.95,-125.27,495707000.0,-1251623000.0,108.8,1965.0,2015.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189
190,CAMPBELL RIVER BCFS,BRITISH COLUMBIA,1021262,146,,,50.07,-125.32,500400000.0,-1251900000.0,128.0,1969.0,1982.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190
191,CAMPBELL RIVER BCHPA GEN,BRITISH COLUMBIA,1021263,147,,,50.05,-125.32,500300000.0,-1251900000.0,30.5,1972.0,1982.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191
192,CAMPBELL R LAKEVIEW FC,BRITISH COLUMBIA,1021264,148,,,50.2,-125.55,501200000.0,-1253300000.0,198.1,1970.0,1973.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192
193,CAMPBELL RIVER STP,BRITISH COLUMBIA,1021265,149,,,50.02,-125.23,500100000.0,-1251400000.0,3.0,1982.0,1996.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193
194,CAMPBELL RIVER SURFSIDE,BRITISH COLUMBIA,1021266,150,,,49.95,-125.21,495642000.0,-1251227000.0,9.0,1981.0,2015.0,366.0,0.0,366.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,194
195,CAMPBELL RIVER A,BRITISH COLUMBIA,1021267,51317,,YBL,49.95,-125.27,495707000.0,-1251623000.0,108.8,2013.0,2015.0,366.0,366.0,366.0,366.0,366.0,366.0,366.0,366.0,366.0,366.0,195
196,CAMPBELL RIVER A,BRITISH COLUMBIA,1021270,52979,,YBL,49.95,-125.27,495707000.0,-1251623000.0,108.8,2014.0,2015.0,366.0,366.0,366.0,366.0,366.0,366.0,366.0,366.0,366.0,366.0,196
197,CAPE LAZO,BRITISH COLUMBIA,1021320,151,,,49.7,-124.87,494200000.0,-1245200000.0,38.1,1935.0,1962.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197
198,CAPE MUDGE,BRITISH COLUMBIA,1021330,152,,WAD,50.0,-125.2,495954500.0,-1251143700.0,4.6,1978.0,2015.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198
199,CAPE MUDGE CS,BRITISH COLUMBIA,1021332,27382,,WYA,50.0,-125.2,500000000.0,-1251200000.0,4.0,1998.0,1998.0,366.0,366.0,366.0,366.0,366.0,366.0,366.0,366.0,366.0,366.0,199
200,CHATHAM POINT,BRITISH COLUMBIA,1021480,153,,WFM,50.33,-125.45,501959500.0,-1252644000.0,22.9,1958.0,2015.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200
201,CHROME ISLAND,BRITISH COLUMBIA,1021500,51678,,,49.47,-124.68,492820007.0,-1244059009.0,10.0,2013.0,2015.0,366.0,1.0,366.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,201
202,CHROME ISLAND,BRITISH COLUMBIA,1021616,27289,,WOG,49.47,-124.68,492800000.0,-1244100000.0,11.3,1997.0,1998.0,366.0,365.0,366.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,202
203,CLO-OOSE,BRITISH COLUMBIA,1021675,8021,,,49.67,-124.83,494000000.0,-1245000000.0,7.6,,,,,,,,,,,,,203
204,COAL HARBOUR,BRITISH COLUMBIA,1021734,10182,,,50.6,-127.57,503600000.0,-1273400000.0,15.0,,,,,,,,,,,,,204
205,COAL HARBOUR RUPERT IN,BRITISH COLUMBIA,1021737,154,,,50.6,-127.5,503600000.0,-1273000000.0,57.3,1968.0,1996.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205
206,COMOX A,BRITISH COLUMBIA,1021830,155,71893.0,YQQ,49.72,-124.9,494300000.0,-1245400000.0,25.6,1944.0,2015.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206
207,COMOX PCC,BRITISH COLUMBIA,1021838,156,,,49.69,-125.03,494110000.0,-1250159000.0,11.9,1984.0,2005.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207
208,COOMBS,BRITISH COLUMBIA,1021850,157,,,49.31,-124.43,491821000.0,-1242545000.0,98.1,1960.0,2010.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208
209,CORTES ISLAND,BRITISH COLUMBIA,1021949,8022,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,209
210,CORTES ISLAND,BRITISH COLUMBIA,1021950,158,,,50.08,-125.03,500500000.0,-1250200000.0,6.1,1947.0,1995.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210
211,CORTES ISL SUTIL POINT,BRITISH COLUMBIA,1021958,159,,,50.02,-124.98,500100000.0,-1245900000.0,15.2,1973.0,1986.0,366.0,366.0,366.0,366.0,0.0,0.0,366.0,0.0,366.0,0.0,211
212,CORTES ISLAND TIBER BAY,BRITISH COLUMBIA,1021960,160,,,50.07,-124.95,500417000.0,-1245658000.0,15.0,1960.0,2015.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212
213,COURTENAY BEVAN,BRITISH COLUMBIA,1021982,8023,,,49.68,-125.02,494100000.0,-1250100000.0,,,,,,,,,,,,,,213
214,COURTENAY GRANTHAM,BRITISH COLUMBIA,1021988,161,,,49.76,-125.0,494547007.0,-1245957003.0,81.0,1960.0,2015.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214
215,COURTENAY PUNTLEDGE,BRITISH COLUMBIA,1021989,162,,,49.69,-125.03,494111190.0,-1250157963.0,40.0,1984.0,2015.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215
216,COURTENAY PUNTLEDGE BCHP,BRITISH COLUMBIA,1021990,163,,,49.68,-125.03,494100000.0,-1250200000.0,24.4,1921.0,1964.0,366.0,366.0,366.0,366.0,0.0,0.0,366.0,0.0,366.0,0.0,216
217,COURTENAY SANDWICK,BRITISH COLUMBIA,1021994,164,,,49.7,-124.97,494200000.0,-1245800000.0,76.0,1989.0,1993.0,366.0,366.0,366.0,366.0,0.0,0.0,366.0,0.0,366.0,0.0,217
218,CUMBERLAND,BRITISH COLUMBIA,1022250,165,,,49.62,-125.03,493700000.0,-1250200000.0,159.4,1893.0,1977.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218
219,DENMAN ISLAND,BRITISH COLUMBIA,1022430,166,,,49.52,-124.78,493100000.0,-1244700000.0,13.5,1906.0,1993.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219
220,DENMAN ISLAND EAST SHORE,BRITISH COLUMBIA,1022433,167,,,49.52,-124.74,493100000.0,-1244431200.0,13.0,1987.0,1989.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220
221,DENMAN ISLAND 2,BRITISH COLUMBIA,1022436,168,,,49.55,-124.8,493300000.0,-1244800000.0,92.0,1989.0,1996.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221
222,DUNCAN BAY,BRITISH COLUMBIA,1022560,169,,,50.07,-125.28,500400000.0,-1251700000.0,11.0,1957.0,1994.0,366.0,366.0,366.0,366.0,0.0,0.0,366.0,0.0,366.0,0.0,222
223,DUNCAN GLENORA,BRITISH COLUMBIA,1022571,26990,,,48.76,-123.77,484521070.0,-1234555040.0,84.0,1994.0,2010.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,223
224,ENTRANCE ISLAND,BRITISH COLUMBIA,1022688,170,,,49.2,-123.8,491200000.0,-1234800000.0,3.3,1914.0,1918.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224
225,ENTRANCE ISLAND,BRITISH COLUMBIA,1022689,29411,71772.0,WEL,49.21,-123.81,491231195.0,-1234838001.0,7.6,1992.0,2015.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225
226,FANNY ISLAND,BRITISH COLUMBIA,1022795,29733,71568.0,XFA,50.45,-125.99,502712663.0,-1255934425.0,3.2,2000.0,2015.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226
227,CRUIKSHANK R NEAR MOUTH,BRITISH COLUMBIA,1022K06,9667,,,49.57,-125.2,493400000.0,-1251200000.0,150.0,,,,,,,,,,,,,227
228,FRENCH CREEK,BRITISH COLUMBIA,1023037,171,,,49.35,-124.37,492100000.0,-1242200000.0,38.1,1892.0,1903.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228
229,GABRIOLA ISLAND,BRITISH COLUMBIA,1023042,172,,,49.15,-123.73,490914000.0,-1234401000.0,46.0,1967.0,2015.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229
230,FOURTH LAKE,BRITISH COLUMBIA,10230LF,8024,,,49.08,-124.4,490500000.0,-1242400000.0,321.9,,,,,,,,,,,,,230
231,HERIOT BAY SE,BRITISH COLUMBIA,1023462,173,,,50.1,-125.2,500557964.0,-1251212190.0,17.0,1984.0,2015.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231
232,HILLIERS,BRITISH COLUMBIA,1023471,174,,,49.3,-124.5,491800000.0,-1243000000.0,150.0,1987.0,1988.0,366.0,366.0,366.0,366.0,61.0,61.0,366.0,61.0,366.0,61.0,232
233,HORNBY ISLAND,BRITISH COLUMBIA,1023590,175,,,49.53,-124.6,493200000.0,-1243600000.0,6.1,1907.0,1970.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233
234,KELSEY BAY,BRITISH COLUMBIA,1024005,176,,,50.38,-125.95,502300000.0,-1255700000.0,4.9,1954.0,1956.0,366.0,366.0,366.0,366.0,1.0,1.0,366.0,1.0,366.0,1.0,234
235,LADYSMITH,BRITISH COLUMBIA,1024485,177,,,48.95,-123.65,485700000.0,-1233900000.0,24.4,1913.0,1923.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235
236,LASQUETI ISLAND,BRITISH COLUMBIA,1024590,178,,,49.5,-124.33,493000000.0,-1242000000.0,4.6,1950.0,1954.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236
237,LAZO,BRITISH COLUMBIA,1024592,179,,,49.73,-124.9,494400000.0,-1245400000.0,3.7,1914.0,1927.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237
238,LITTLE QUALICUM,BRITISH COLUMBIA,1024637,180,,,49.35,-124.78,492100000.0,-1244700000.0,186.5,1908.0,1921.0,366.0,366.0,366.0,366.0,0.0,0.0,366.0,0.0,366.0,0.0,238
239,LITTLE QUALICUM HATCHERY,BRITISH COLUMBIA,1024638,181,,,49.35,-124.51,492110000.0,-1243044000.0,30.0,1981.0,2015.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239
240,LITTLE QUALICUM R ESTY,BRITISH COLUMBIA,1024639,182,,,49.37,-124.48,492200000.0,-1242900000.0,1.5,1974.0,1974.0,366.0,99.0,366.0,92.0,91.0,91.0,99.0,91.0,92.0,91.0,240
241,LITTLE QUALICUM RIVER GANSKE ROAD,BRITISH COLUMBIA,1024642,183,,,49.37,-124.5,492200000.0,-1243000000.0,42.0,1987.0,1992.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241
242,MARY ISLAND,BRITISH COLUMBIA,1024907,8025,,,50.13,-125.1,500800000.0,-1250600000.0,7.6,,,,,,,,,,,,,242
243,MT WASHINGTON,BRITISH COLUMBIA,1025230,46567,,VOJ,49.75,-125.29,494448100.0,-1251713900.0,1473.5,2007.0,2010.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,243
244,MT WASHINGTON RESORT,BRITISH COLUMBIA,1025234,185,,,49.75,-125.29,494449000.0,-1251727000.0,1197.0,1979.0,1999.0,366.0,48.0,366.0,46.0,0.0,0.0,48.0,0.0,46.0,0.0,244
245,MT WASHINGTON UPPER,BRITISH COLUMBIA,1025237,186,,,49.75,-125.29,494500000.0,-1251728000.0,1450.0,1990.0,1999.0,366.0,217.0,366.0,217.0,215.0,215.0,217.0,215.0,217.0,215.0,245
246,MUD BAY,BRITISH COLUMBIA,1025240,187,,,49.47,-124.79,492815000.0,-1244739000.0,4.0,1971.0,2015.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,246
247,MYRA CREEK,BRITISH COLUMBIA,1025254,188,,,49.58,-125.61,493432020.0,-1253621010.0,353.9,1979.0,2015.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247
248,NANAIMO,BRITISH COLUMBIA,1025340,191,,,49.18,-123.97,491100000.0,-1235800000.0,70.1,1892.0,1968.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248
